type,path_img1,path_img2,distance
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/008922.jpg,1.5299993
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/100331.jpg,1.3906691
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/134302.jpg,1.5789201
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/029633.jpg,1.5818496
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054757.jpg,1.5394913
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/000928.jpg,1.2549887
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/064838.jpg,1.4664707
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/145146.jpg,1.4074179
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/073526.jpg,1.4276257
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/082947.jpg,1.4409131
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/072749.jpg,1.481859
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/101978.jpg,1.485881
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133278.jpg,1.4510659
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133476.jpg,1.5396972
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/188873.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/080451.jpg,1.3658234
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/132240.jpg,1.0136755
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/126032.jpg,0.9787065
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054616.jpg,1.5913244
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/128724.jpg,0.86374414
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/032962.jpg,1.2839469
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/008922.jpg,1.2669597
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/100331.jpg,1.1166085
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/134302.jpg,1.3030952
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/029633.jpg,1.0941145
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054757.jpg,1.3778685
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/000928.jpg,1.3887838
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/064838.jpg,1.3605845
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/145146.jpg,1.0282688
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/073526.jpg,1.1106324
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/082947.jpg,1.1024995
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/072749.jpg,1.1866138
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/101978.jpg,1.1660446
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133278.jpg,1.0884035
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133476.jpg,1.2995821
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/187485.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/080451.jpg,1.0718794
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/132240.jpg,1.233059
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/126032.jpg,0.9791438
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054616.jpg,1.5110918
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/128724.jpg,1.2462642
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/032962.jpg,1.2112567
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/008922.jpg,1.2922943
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/100331.jpg,1.3774472
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/134302.jpg,1.1418165
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/029633.jpg,1.1756934
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054757.jpg,1.3742537
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/000928.jpg,1.5889567
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/064838.jpg,1.4127244
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/145146.jpg,1.2702523
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/073526.jpg,1.2511728
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/082947.jpg,1.169063
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/072749.jpg,0.9324459
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/101978.jpg,1.4403882
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133278.jpg,1.1984248
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133476.jpg,1.2624989
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/201237.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/080451.jpg,1.2834355
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/132240.jpg,1.4607327
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/126032.jpg,1.2508346
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054616.jpg,1.4192826
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/128724.jpg,1.1774234
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/032962.jpg,1.5039685
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/008922.jpg,1.446532
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/100331.jpg,1.3914665
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/134302.jpg,1.4865745
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/029633.jpg,1.4949307
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054757.jpg,1.4744191
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/000928.jpg,1.4140764
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/064838.jpg,1.5023766
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/145146.jpg,1.3771224
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/073526.jpg,1.3769681
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/082947.jpg,1.416738
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/072749.jpg,1.4838051
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/101978.jpg,1.5180025
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133278.jpg,1.3795669
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/133476.jpg,1.5619509
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/202027.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/080451.jpg,1.3956414
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/132240.jpg,1.4143625
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/126032.jpg,1.3366519
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054616.jpg,1.4272724
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/128724.jpg,1.2736145
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/032962.jpg,1.4614799
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/008922.jpg,1.3984557
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/100331.jpg,0.9894305
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/134302.jpg,1.4072541
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/029633.jpg,1.4040463
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/054757.jpg,1.3706583
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/000928.jpg,1.2337241
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/064838.jpg,1.271736
8,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Add_star_re/10054/L/191716.jpg,/media/HDD/tripletloss_dataset/CelebA/7_type/test_set3/Non_LR/3448/145146.jpg,1.3197029
